,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average,10_game_average,3_game_average,10_3_ratio,10_3_difference,hot,cold,fantasy_points,Opponent Defensive Rank vs Position
120,Emmanuel Mudiay,UTAH JAZZ,2019-11-01,AWAY,SACRAMENTO KINGS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26
121,Omari Spellman,GOLDEN STATE WARRIORS,2019-11-01,HOME,SAN ANTONIO SPURS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21.5
122,Trevor Ariza,SACRAMENTO KINGS,2019-11-01,HOME,UTAH JAZZ,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
123,JaVale McGee,LOS ANGELES LAKERS,2019-11-01,AWAY,DALLAS MAVERICKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
124,D.J. Wilson,MILWAUKEE BUCKS,2019-11-01,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
125,Kris Dunn,CHICAGO BULLS,2019-11-01,HOME,DETROIT PISTONS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14
126,Tim Frazier,DETROIT PISTONS,2019-11-01,AWAY,CHICAGO BULLS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,
127,Vincent Poirier,BOSTON CELTICS,2019-11-01,HOME,NEW YORK KNICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3
128,Pat Connaughton,MILWAUKEE BUCKS,2019-11-01,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
129,Al-Farouq Aminu,ORLANDO MAGIC,2019-11-01,HOME,MILWAUKEE BUCKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12
130,Terrence Ross,ORLANDO MAGIC,2019-11-01,HOME,MILWAUKEE BUCKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
131,Doug McDermott,INDIANA PACERS,2019-11-01,HOME,CLEVELAND CAVALIERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27
132,Seth Curry,DALLAS MAVERICKS,2019-11-01,HOME,LOS ANGELES LAKERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
133,Kevin Porter,CLEVELAND CAVALIERS,2019-11-01,AWAY,INDIANA PACERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
134,Khem Birch,ORLANDO MAGIC,2019-11-01,HOME,MILWAUKEE BUCKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
135,Luke Kornet,CHICAGO BULLS,2019-11-01,HOME,DETROIT PISTONS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,25
136,JaKarr Sampson,INDIANA PACERS,2019-11-01,HOME,CLEVELAND CAVALIERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30
137,DeMarre Carroll,SAN ANTONIO SPURS,2019-11-01,AWAY,GOLDEN STATE WARRIORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29
138,Spencer Dinwiddie,BROOKLYN NETS,2019-11-01,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
139,Quinn Cook,LOS ANGELES LAKERS,2019-11-01,AWAY,DALLAS MAVERICKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21
140,Justin Jackson,DALLAS MAVERICKS,2019-11-01,HOME,LOS ANGELES LAKERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
141,Aaron Holiday,INDIANA PACERS,2019-11-01,HOME,CLEVELAND CAVALIERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27
142,Lonnie Walker,SAN ANTONIO SPURS,2019-11-01,AWAY,GOLDEN STATE WARRIORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26
143,Coby White,CHICAGO BULLS,2019-11-01,HOME,DETROIT PISTONS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3
144,Thon Maker,DETROIT PISTONS,2019-11-01,AWAY,CHICAGO BULLS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27
145,Semi Ojeleye,BOSTON CELTICS,2019-11-01,HOME,NEW YORK KNICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,25
146,Carsen Edwards,BOSTON CELTICS,2019-11-01,HOME,NEW YORK KNICKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
147,Melvin Frazier,ORLANDO MAGIC,2019-11-01,HOME,MILWAUKEE BUCKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
148,Jalen Brunson,DALLAS MAVERICKS,2019-11-01,HOME,LOS ANGELES LAKERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
149,Bruce Brown,DETROIT PISTONS,2019-11-01,AWAY,CHICAGO BULLS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
150,Eric Gordon,HOUSTON ROCKETS,2019-11-01,AWAY,BROOKLYN NETS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
151,Chimezie Metu,SAN ANTONIO SPURS,2019-11-01,AWAY,GOLDEN STATE WARRIORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
152,Wesley Matthews,MILWAUKEE BUCKS,2019-11-01,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
153,Drew Eubanks,SAN ANTONIO SPURS,2019-11-01,AWAY,GOLDEN STATE WARRIORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
154,Ed Davis,UTAH JAZZ,2019-11-01,AWAY,SACRAMENTO KINGS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
155,T.J. Leaf,INDIANA PACERS,2019-11-01,HOME,CLEVELAND CAVALIERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27
156,Brook Lopez,MILWAUKEE BUCKS,2019-11-01,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
157,Ky Bowman,GOLDEN STATE WARRIORS,2019-11-01,HOME,SAN ANTONIO SPURS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
158,Džanan Musa,BROOKLYN NETS,2019-11-01,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26
159,Troy Daniels,LOS ANGELES LAKERS,2019-11-01,AWAY,DALLAS MAVERICKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
160,Wesley Iwundu,ORLANDO MAGIC,2019-11-01,HOME,MILWAUKEE BUCKS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
161,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,2019-11-01,AWAY,DALLAS MAVERICKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
162,Rodions Kurucs,BROOKLYN NETS,2019-11-01,HOME,HOUSTON ROCKETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
163,T.J. Warren,INDIANA PACERS,2019-11-01,HOME,CLEVELAND CAVALIERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30
164,Cory Joseph,SACRAMENTO KINGS,2019-11-01,HOME,UTAH JAZZ,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
165,Darius Garland,CLEVELAND CAVALIERS,2019-11-01,AWAY,INDIANA PACERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
166,Brandon Knight,CLEVELAND CAVALIERS,2019-11-01,AWAY,INDIANA PACERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
167,Giannis Antetokounmpo,MILWAUKEE BUCKS,2019-11-02,HOME,TORONTO RAPTORS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4
168,Andre Drummond,DETROIT PISTONS,2019-11-02,HOME,BROOKLYN NETS,1.0,0.16,0.0,0.04,0.4,0.05,0.04,0.03,0.06,1.08,29.17,27.3,1.066077738515901,1.870000000000001,0.0,0.0,0,29
169,Damian Lillard,PORTLAND TRAIL BLAZERS,2019-11-02,HOME,PHILADELPHIA 76ERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3
170,Kyle Lowry,TORONTO RAPTORS,2019-11-02,AWAY,MILWAUKEE BUCKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
171,Rodney Hood,PORTLAND TRAIL BLAZERS,2019-11-02,HOME,PHILADELPHIA 76ERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4
172,Shai Gilgeous-Alexander,OKLAHOMA CITY THUNDER,2019-11-02,HOME,NEW ORLEANS PELICANS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21
173,Tobias Harris,PHILADELPHIA 76ERS,2019-11-02,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29
174,Al Horford,PHILADELPHIA 76ERS,2019-11-02,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
175,Dwayne Bacon,CHARLOTTE HORNETS,2019-11-02,AWAY,GOLDEN STATE WARRIORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,26
176,Brandon Clarke,MEMPHIS GRIZZLIES,2019-11-02,HOME,PHOENIX SUNS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
177,Gorgui Dieng,MINNESOTA TIMBERWOLVES,2019-11-02,AWAY,WASHINGTON WIZARDS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
178,Ja Morant,MEMPHIS GRIZZLIES,2019-11-02,HOME,PHOENIX SUNS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
179,Robert Covington,MINNESOTA TIMBERWOLVES,2019-11-02,AWAY,WASHINGTON WIZARDS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
180,Nikola Vučević,ORLANDO MAGIC,2019-11-02,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
181,Aaron Gordon,ORLANDO MAGIC,2019-11-02,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7
182,Aron Baynes,PHOENIX SUNS,2019-11-02,AWAY,MEMPHIS GRIZZLIES,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
183,Jeff Teague,MINNESOTA TIMBERWOLVES,2019-11-02,AWAY,WASHINGTON WIZARDS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30
184,Andrew Wiggins,MINNESOTA TIMBERWOLVES,2019-11-02,AWAY,WASHINGTON WIZARDS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16
185,Chris Paul,OKLAHOMA CITY THUNDER,2019-11-02,HOME,NEW ORLEANS PELICANS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,24
186,Ben Simmons,PHILADELPHIA 76ERS,2019-11-02,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13
187,Eric Paschall,GOLDEN STATE WARRIORS,2019-11-02,HOME,CHARLOTTE HORNETS,1.0,0.22,0.06,0.18,0.21,0.22,0.02,0.04,0.1,0.98,28.12,29.77,0.9463763405914852,-1.6499999999999986,0.0,0.0,0,26
188,Kyrie Irving,BROOKLYN NETS,2019-11-02,AWAY,DETROIT PISTONS,1.0,0.28,0.11,0.18,0.2,0.22,0.02,0.05,0.13,1.09,39.86,33.73,1.176504463000288,6.130000000000003,0.0,0.0,0,14
189,Bruce Brown,DETROIT PISTONS,2019-11-02,HOME,BROOKLYN NETS,1.0,0.09,0.03,0.04,0.18,0.06,0.02,0.03,0.04,0.66,11.33,10.53,1.0693842150910668,0.8000000000000007,0.0,0.0,0,15
190,Nikola Jokić,DENVER NUGGETS,2019-11-02,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8
191,Luke Kennard,DETROIT PISTONS,2019-11-02,HOME,BROOKLYN NETS,1.0,0.17,0.08,0.11,0.23,0.16,0.01,0.04,0.09,0.87,21.71,34.5,0.6397183098591549,-12.79,2.306984275624532,0.0,0,15
192,Jamal Murray,DENVER NUGGETS,2019-11-02,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9
193,Glenn Robinson,GOLDEN STATE WARRIORS,2019-11-02,HOME,CHARLOTTE HORNETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
194,Ky Bowman,GOLDEN STATE WARRIORS,2019-11-02,HOME,CHARLOTTE HORNETS,1.0,0.15,0.04,0.08,0.19,0.14,0.02,0.04,0.07,0.79,16.7,18.23,0.9204368174726989,-1.5300000000000011,0.0,0.0,0,2
195,Bradley Beal,WASHINGTON WIZARDS,2019-11-02,HOME,MINNESOTA TIMBERWOLVES,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,28
196,Darius Bazley,OKLAHOMA CITY THUNDER,2019-11-02,HOME,NEW ORLEANS PELICANS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
197,Josh Hart,NEW ORLEANS PELICANS,2019-11-02,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2
198,Terry Rozier,CHARLOTTE HORNETS,2019-11-02,AWAY,GOLDEN STATE WARRIORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,29
199,Admiral Schofield,WASHINGTON WIZARDS,2019-11-02,HOME,MINNESOTA TIMBERWOLVES,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17
200,Joe Harris,BROOKLYN NETS,2019-11-02,AWAY,DETROIT PISTONS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3
201,J.J. Redick,NEW ORLEANS PELICANS,2019-11-02,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
202,Eric Bledsoe,MILWAUKEE BUCKS,2019-11-02,HOME,TORONTO RAPTORS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
203,Danilo Gallinari,OKLAHOMA CITY THUNDER,2019-11-02,HOME,NEW ORLEANS PELICANS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
204,Taurean Waller-Prince,BROOKLYN NETS,2019-11-02,AWAY,DETROIT PISTONS,1.0,0.11,0.03,0.04,0.18,0.06,0.02,0.03,0.04,0.66,17.53,19.7,0.895169082125604,-2.169999999999998,0.0,0.0,0,3
205,DeAndre Jordan,BROOKLYN NETS,2019-11-02,AWAY,DETROIT PISTONS,1.0,0.16,0.0,0.1,0.39,0.03,0.04,0.03,0.06,0.97,37.17,36.37,1.0214075461600216,0.8000000000000043,0.0,0.0,0,25
206,Isaiah Thomas,WASHINGTON WIZARDS,2019-11-02,HOME,MINNESOTA TIMBERWOLVES,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,
207,Skal Labissière,PORTLAND TRAIL BLAZERS,2019-11-02,HOME,PHILADELPHIA 76ERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5.0
208,Mikal Bridges,PHOENIX SUNS,2019-11-02,AWAY,MEMPHIS GRIZZLIES,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
209,Dennis Schröder,OKLAHOMA CITY THUNDER,2019-11-02,HOME,NEW ORLEANS PELICANS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,24
210,OG Anunoby,TORONTO RAPTORS,2019-11-02,AWAY,MILWAUKEE BUCKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
211,James Ennis,PHILADELPHIA 76ERS,2019-11-02,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,23
212,Gary Harris,DENVER NUGGETS,2019-11-02,AWAY,ORLANDO MAGIC,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
213,Mario Hezonja,PORTLAND TRAIL BLAZERS,2019-11-02,HOME,PHILADELPHIA 76ERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6
214,Jahlil Okafor,NEW ORLEANS PELICANS,2019-11-02,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21
215,Devin Booker,PHOENIX SUNS,2019-11-02,AWAY,MEMPHIS GRIZZLIES,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
216,Josh Richardson,PHILADELPHIA 76ERS,2019-11-02,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
217,Jrue Holiday,NEW ORLEANS PELICANS,2019-11-02,AWAY,OKLAHOMA CITY THUNDER,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11
218,Anfernee Simons,PORTLAND TRAIL BLAZERS,2019-11-02,HOME,PHILADELPHIA 76ERS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4
219,Moritz Wagner,WASHINGTON WIZARDS,2019-11-02,HOME,MINNESOTA TIMBERWOLVES,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10
220,Dillon Brooks,MEMPHIS GRIZZLIES,2019-11-02,HOME,PHOENIX SUNS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,25
221,Tyler Johnson,PHOENIX SUNS,2019-11-02,AWAY,MEMPHIS GRIZZLIES,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22.0
222,P.J. Washington,CHARLOTTE HORNETS,2019-11-02,AWAY,GOLDEN STATE WARRIORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
223,Marvin Williams,CHARLOTTE HORNETS,2019-11-02,AWAY,GOLDEN STATE WARRIORS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
224,Spencer Dinwiddie,BROOKLYN NETS,2019-11-02,AWAY,DETROIT PISTONS,1.0,0.09,0.06,0.09,0.17,0.12,0.02,0.04,0.06,0.88,22.28,19.0,1.1640000000000001,3.280000000000001,0.0,0.0,0,3
225,Ricky Rubio,PHOENIX SUNS,2019-11-02,AWAY,MEMPHIS GRIZZLIES,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
226,Furkan Korkmaz,PHILADELPHIA 76ERS,2019-11-02,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
227,Jonas Valančiūnas,MEMPHIS GRIZZLIES,2019-11-02,HOME,PHOENIX SUNS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15
228,Kelly Oubre,PHOENIX SUNS,2019-11-02,AWAY,MEMPHIS GRIZZLIES,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18
229,Fred VanVleet,TORONTO RAPTORS,2019-11-02,AWAY,MILWAUKEE BUCKS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20
230,Kyle O'Quinn,PHILADELPHIA 76ERS,2019-11-02,AWAY,PORTLAND TRAIL BLAZERS,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,22
231,Terrence Ross,ORLANDO MAGIC,2019-11-02,HOME,DENVER NUGGETS,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5
232,Frank Kaminsky,PHOENIX SUNS,2019-11-02,AWAY,MEMPHIS GRIZZLIES,1.0,0.14,0.06,0.09,0.22,0.12,0.02,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19
233,Troy Brown,WASHINGTON WIZARDS,2019-11-02,HOME,MINNESOTA TIMBERWOLVES,1.0,0.15,0.06,0.09,0.23,0.13,0.03,0.04,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,28
234,Willie Cauley-Stein,GOLDEN STATE WARRIORS,2019-11-02,HOME,CHARLOTTE HORNETS,1.0,0.28,0.01,0.11,0.44,0.11,0.04,0.04,0.09,1.22,32.44,34.6,0.9393258426966291,-2.1600000000000037,0.0,0.0,0,14
235,Langston Galloway,DETROIT PISTONS,2019-11-02,HOME,BROOKLYN NETS,1.0,0.11,0.06,0.06,0.15,0.12,0.01,0.03,0.06,0.6,13.82,18.03,0.7787703625853915,-4.210000000000001,0.0,0.0,0,15
