,name,team,date,location,opponent,made_field_goals,made_two_point_field_goals,attempted_two_point_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,attempted_free_throws,made_free_throws,offensive_rebounds,defensive_rebounds,assists,blocks,turnovers,steals,seconds_played,Opponent Defensive Rating,Opponent Turnover %
162,Kyle Anderson,MEMPHIS GRIZZLIES,2020-01-02,AWAY,SACRAMENTO KINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Terrance Ferguson,OKLAHOMA CITY THUNDER,2020-01-02,AWAY,SAN ANTONIO SPURS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Fred VanVleet,TORONTO RAPTORS,2020-01-02,AWAY,MIAMI HEAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Harry Giles,SACRAMENTO KINGS,2020-01-02,HOME,MEMPHIS GRIZZLIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Miles Bridges,CHARLOTTE HORNETS,2020-01-02,AWAY,CLEVELAND CAVALIERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Ky Bowman,GOLDEN STATE WARRIORS,2020-01-02,AWAY,MINNESOTA TIMBERWOLVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Matthew Dellavedova,CLEVELAND CAVALIERS,2020-01-02,HOME,CHARLOTTE HORNETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Tyus Jones,MEMPHIS GRIZZLIES,2020-01-02,AWAY,SACRAMENTO KINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Jalen Brunson,DALLAS MAVERICKS,2020-01-02,HOME,BROOKLYN NETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Terence Davis,TORONTO RAPTORS,2020-01-02,AWAY,MIAMI HEAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Alec Burks,GOLDEN STATE WARRIORS,2020-01-02,AWAY,MINNESOTA TIMBERWOLVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Henry Ellenson,BROOKLYN NETS,2020-01-02,AWAY,DALLAS MAVERICKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,86.0,110.0,12.7
174,Jarrett Culver,MINNESOTA TIMBERWOLVES,2020-01-02,HOME,GOLDEN STATE WARRIORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Hamidou Diallo,OKLAHOMA CITY THUNDER,2020-01-02,AWAY,SAN ANTONIO SPURS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Goga Bitadze,INDIANA PACERS,2020-01-02,HOME,DENVER NUGGETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Tim Frazier,DETROIT PISTONS,2020-01-02,AWAY,LOS ANGELES CLIPPERS,0.49,0.49,1.49,2.38,0.0,0.9,0.26,0.13,0.29,1.09,2.78,0.29,1.84,0.35,716.84,110.76,14.46
178,Kelly Olynyk,MIAMI HEAT,2020-01-02,HOME,TORONTO RAPTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Justin James,SACRAMENTO KINGS,2020-01-02,HOME,MEMPHIS GRIZZLIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Jordan Bell,MINNESOTA TIMBERWOLVES,2020-01-02,HOME,GOLDEN STATE WARRIORS,1.18,0.71,1.48,2.3,0.48,0.82,0.67,0.45,0.75,0.89,0.45,0.15,0.65,0.18,449.36,109.14,14.3
181,Jordan McLaughlin,MINNESOTA TIMBERWOLVES,2020-01-02,HOME,GOLDEN STATE WARRIORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Solomon Hill,MEMPHIS GRIZZLIES,2020-01-02,AWAY,SACRAMENTO KINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Doug McDermott,INDIANA PACERS,2020-01-02,HOME,DENVER NUGGETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Trey Lyles,SAN ANTONIO SPURS,2020-01-02,HOME,OKLAHOMA CITY THUNDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Louis King,DETROIT PISTONS,2020-01-02,AWAY,LOS ANGELES CLIPPERS,0.73,0.26,0.91,2.23,0.47,1.32,0.34,0.0,0.0,1.17,0.47,0.0,0.16,0.1,470.73,110.25,14.73
186,Courtney Lee,DALLAS MAVERICKS,2020-01-02,HOME,BROOKLYN NETS,0.86,0.23,0.6,2.99,0.63,2.39,0.3,0.15,0.38,1.79,0.87,0.24,0.49,1.09,816.46,112.17,14.19
187,Johnathan Motley,LOS ANGELES CLIPPERS,2020-01-02,HOME,DETROIT PISTONS,1.16,1.16,1.44,1.44,0.0,0.0,0.85,0.49,0.39,0.7,0.6,0.0,0.22,0.0,218.56,109.49,14.51
188,Grayson Allen,MEMPHIS GRIZZLIES,2020-01-02,AWAY,SACRAMENTO KINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Malik Monk,CHARLOTTE HORNETS,2020-01-02,AWAY,CLEVELAND CAVALIERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Stanley Johnson,TORONTO RAPTORS,2020-01-02,AWAY,MIAMI HEAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Abdel Nader,OKLAHOMA CITY THUNDER,2020-01-02,AWAY,SAN ANTONIO SPURS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Josh Reaves,DALLAS MAVERICKS,2020-01-02,HOME,BROOKLYN NETS,0.0,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.89,110.8,15.04
193,Patrick McCaw,TORONTO RAPTORS,2020-01-02,AWAY,MIAMI HEAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Derrick Walton,LOS ANGELES CLIPPERS,2020-01-02,HOME,DETROIT PISTONS,0.11,0.05,0.33,1.06,0.06,0.73,0.31,0.15,0.0,0.48,1.08,0.0,0.05,0.19,423.51,111.11,14.61
195,Jaylen Nowell,MINNESOTA TIMBERWOLVES,2020-01-02,HOME,GOLDEN STATE WARRIORS,1.01,0.82,2.01,3.38,0.19,1.37,0.78,0.78,0.36,0.69,1.77,0.0,0.0,0.0,566.35,110.13,13.97
196,Dwight Powell,DALLAS MAVERICKS,2020-01-02,HOME,BROOKLYN NETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Bryn Forbes,SAN ANTONIO SPURS,2020-01-02,HOME,OKLAHOMA CITY THUNDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Patty Mills,SAN ANTONIO SPURS,2020-01-02,HOME,OKLAHOMA CITY THUNDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Anthony Davis,LOS ANGELES LAKERS,2020-01-03,HOME,NEW ORLEANS PELICANS,8.17,6.98,14.85,18.1,1.19,3.25,10.75,8.45,3.32,7.09,2.8,3.1,3.08,1.41,1996.31,110.7,14.45
200,James Harden,HOUSTON ROCKETS,2020-01-03,HOME,PHILADELPHIA 76ERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Ben Simmons,PHILADELPHIA 76ERS,2020-01-03,AWAY,HOUSTON ROCKETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Clint Capela,HOUSTON ROCKETS,2020-01-03,HOME,PHILADELPHIA 76ERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Damian Lillard,PORTLAND TRAIL BLAZERS,2020-01-03,AWAY,WASHINGTON WIZARDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-01-03,AWAY,WASHINGTON WIZARDS,7.68,7.5,12.33,12.51,0.18,0.18,2.8,1.17,4.16,11.58,1.65,2.96,2.01,0.45,2053.4,109.43,14.29
205,Danny Green,LOS ANGELES LAKERS,2020-01-03,HOME,NEW ORLEANS PELICANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Kelly Oubre,PHOENIX SUNS,2020-01-03,HOME,NEW YORK KNICKS,6.61,4.85,9.89,15.45,1.76,5.56,3.13,2.2,1.17,3.63,1.58,0.56,0.65,0.96,2150.35,108.44,14.75
207,Devin Booker,PHOENIX SUNS,2020-01-03,HOME,NEW YORK KNICKS,7.61,5.75,11.84,18.03,1.85,6.19,6.1,5.42,0.08,4.08,7.51,0.11,4.09,0.76,2226.48,109.11,14.86
208,Jordan McRae,WASHINGTON WIZARDS,2020-01-03,HOME,PORTLAND TRAIL BLAZERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Jimmy Butler,MIAMI HEAT,2020-01-03,AWAY,ORLANDO MAGIC,7.16,7.04,13.67,14.55,0.12,0.88,8.58,7.34,1.53,4.52,5.21,0.89,2.65,1.02,1977.65,110.42,14.13
210,Marcus Morris,NEW YORK KNICKS,2020-01-03,AWAY,PHOENIX SUNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Lonzo Ball,NEW ORLEANS PELICANS,2020-01-03,AWAY,LOS ANGELES LAKERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Terrence Ross,ORLANDO MAGIC,2020-01-03,HOME,MIAMI HEAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Derrick Favors,NEW ORLEANS PELICANS,2020-01-03,AWAY,LOS ANGELES LAKERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,LeBron James,LOS ANGELES LAKERS,2020-01-03,HOME,NEW ORLEANS PELICANS,11.17,8.11,13.16,21.22,3.06,8.06,6.3,4.17,0.79,7.04,9.22,0.54,4.33,0.4,2116.42,110.14,14.36
215,CJ McCollum,PORTLAND TRAIL BLAZERS,2020-01-03,AWAY,WASHINGTON WIZARDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Nikola Vučević,ORLANDO MAGIC,2020-01-03,HOME,MIAMI HEAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Marcus Smart,BOSTON CELTICS,2020-01-03,HOME,ATLANTA HAWKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Jaylen Brown,BOSTON CELTICS,2020-01-03,HOME,ATLANTA HAWKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Trae Young,ATLANTA HAWKS,2020-01-03,AWAY,BOSTON CELTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Bobby Portis,NEW YORK KNICKS,2020-01-03,AWAY,PHOENIX SUNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Tobias Harris,PHILADELPHIA 76ERS,2020-01-03,AWAY,HOUSTON ROCKETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Bam Adebayo,MIAMI HEAT,2020-01-03,AWAY,ORLANDO MAGIC,6.26,6.26,12.23,12.5,0.0,0.27,8.01,5.68,2.06,8.76,6.29,1.73,3.26,1.29,1972.01,112.11,14.68
223,Deandre Ayton,PHOENIX SUNS,2020-01-03,HOME,NEW YORK KNICKS,10.03,10.03,15.75,16.0,0.0,0.25,2.32,1.48,5.07,7.4,1.89,1.91,3.33,0.57,2007.13,108.84,14.83
224,Aron Baynes,PHOENIX SUNS,2020-01-03,HOME,NEW YORK KNICKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Joel Embiid,PHILADELPHIA 76ERS,2020-01-03,AWAY,HOUSTON ROCKETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Kevin Huerter,ATLANTA HAWKS,2020-01-03,AWAY,BOSTON CELTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Garrison Mathews,WASHINGTON WIZARDS,2020-01-03,HOME,PORTLAND TRAIL BLAZERS,1.26,0.17,0.56,3.13,1.08,2.57,1.26,1.04,0.0,0.56,0.72,0.0,0.0,0.27,698.3,109.36,13.22
228,Carmelo Anthony,PORTLAND TRAIL BLAZERS,2020-01-03,AWAY,WASHINGTON WIZARDS,5.71,4.08,8.52,13.1,1.63,4.59,3.04,2.74,1.1,4.52,1.0,0.43,1.6,0.68,2062.8,109.39,14.33
229,Enes Kanter,BOSTON CELTICS,2020-01-03,HOME,ATLANTA HAWKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Gordon Hayward,BOSTON CELTICS,2020-01-03,HOME,ATLANTA HAWKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Daniel Theis,BOSTON CELTICS,2020-01-03,HOME,ATLANTA HAWKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,John Collins,ATLANTA HAWKS,2020-01-03,AWAY,BOSTON CELTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,J.J. Redick,NEW ORLEANS PELICANS,2020-01-03,AWAY,LOS ANGELES LAKERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Evan Fournier,ORLANDO MAGIC,2020-01-03,HOME,MIAMI HEAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Aaron Gordon,ORLANDO MAGIC,2020-01-03,HOME,MIAMI HEAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Elfrid Payton,NEW YORK KNICKS,2020-01-03,AWAY,PHOENIX SUNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Ricky Rubio,PHOENIX SUNS,2020-01-03,HOME,NEW YORK KNICKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Ish Smith,WASHINGTON WIZARDS,2020-01-03,HOME,PORTLAND TRAIL BLAZERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,E'Twaun Moore,NEW ORLEANS PELICANS,2020-01-03,AWAY,LOS ANGELES LAKERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Russell Westbrook,HOUSTON ROCKETS,2020-01-03,HOME,PHILADELPHIA 76ERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Johnathan Williams,WASHINGTON WIZARDS,2020-01-03,HOME,PORTLAND TRAIL BLAZERS,0.97,0.97,1.37,1.47,0.0,0.1,0.13,0.0,0.73,1.17,0.08,0.45,0.31,0.07,325.77,112.23,14.87
242,Trey Burke,PHILADELPHIA 76ERS,2020-01-03,AWAY,HOUSTON ROCKETS,1.05,0.83,2.0,2.99,0.22,1.0,0.2,0.05,0.32,0.31,1.25,0.0,0.24,0.0,498.67,107.7,13.99
243,Brandon Goodwin,ATLANTA HAWKS,2020-01-03,AWAY,BOSTON CELTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Markelle Fultz,ORLANDO MAGIC,2020-01-03,HOME,MIAMI HEAT,4.86,4.49,7.72,10.32,0.37,2.6,2.64,1.92,0.46,2.33,7.55,0.0,2.36,1.55,1849.12,111.0,14.69
245,Mitchell Robinson,NEW YORK KNICKS,2020-01-03,AWAY,PHOENIX SUNS,4.03,4.03,4.91,4.91,0.0,0.0,2.17,0.87,4.0,5.04,1.28,2.92,0.59,1.05,1530.13,110.65,14.31
246,Brandon Ingram,NEW ORLEANS PELICANS,2020-01-03,AWAY,LOS ANGELES LAKERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Jrue Holiday,NEW ORLEANS PELICANS,2020-01-03,AWAY,LOS ANGELES LAKERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Julius Randle,NEW YORK KNICKS,2020-01-03,AWAY,PHOENIX SUNS,7.82,7.04,13.55,15.84,0.78,2.29,6.09,4.54,2.81,7.71,3.43,0.68,2.55,0.57,1989.63,110.65,14.31
249,Alex Len,ATLANTA HAWKS,2020-01-03,AWAY,BOSTON CELTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,JaVale McGee,LOS ANGELES LAKERS,2020-01-03,HOME,NEW ORLEANS PELICANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,D.J. Augustin,ORLANDO MAGIC,2020-01-03,HOME,MIAMI HEAT,2.45,1.14,3.06,6.91,1.31,3.85,2.8,2.37,0.3,1.5,3.07,0.0,1.34,0.39,1203.84,111.31,14.54
252,Al Horford,PHILADELPHIA 76ERS,2020-01-03,AWAY,HOUSTON ROCKETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Mohamed Bamba,ORLANDO MAGIC,2020-01-03,HOME,MIAMI HEAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Jaxson Hayes,NEW ORLEANS PELICANS,2020-01-03,AWAY,LOS ANGELES LAKERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Furkan Korkmaz,PHILADELPHIA 76ERS,2020-01-03,AWAY,HOUSTON ROCKETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Allen Crabbe,ATLANTA HAWKS,2020-01-03,AWAY,BOSTON CELTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Jayson Tatum,BOSTON CELTICS,2020-01-03,HOME,ATLANTA HAWKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Reggie Bullock,NEW YORK KNICKS,2020-01-03,AWAY,PHOENIX SUNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Mario Hezonja,PORTLAND TRAIL BLAZERS,2020-01-03,AWAY,WASHINGTON WIZARDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Wesley Iwundu,ORLANDO MAGIC,2020-01-03,HOME,MIAMI HEAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Meyers Leonard,MIAMI HEAT,2020-01-03,AWAY,ORLANDO MAGIC,2.63,1.36,2.36,5.56,1.27,3.21,0.82,0.3,0.46,5.7,0.53,0.07,0.73,0.21,1194.99,108.79,13.46
262,Austin Rivers,HOUSTON ROCKETS,2020-01-03,HOME,PHILADELPHIA 76ERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Kyle Kuzma,LOS ANGELES LAKERS,2020-01-03,HOME,NEW ORLEANS PELICANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,RJ Barrett,NEW YORK KNICKS,2020-01-03,AWAY,PHOENIX SUNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,De'Andre Hunter,ATLANTA HAWKS,2020-01-03,AWAY,BOSTON CELTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Avery Bradley,LOS ANGELES LAKERS,2020-01-03,HOME,NEW ORLEANS PELICANS,3.58,1.7,3.41,7.82,1.88,4.4,0.36,0.28,0.15,2.27,1.41,0.15,0.48,1.08,1503.68,110.7,14.45
267,Brad Wanamaker,BOSTON CELTICS,2020-01-03,HOME,ATLANTA HAWKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Troy Brown,WASHINGTON WIZARDS,2020-01-03,HOME,PORTLAND TRAIL BLAZERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Eric Gordon,HOUSTON ROCKETS,2020-01-03,HOME,PHILADELPHIA 76ERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Jabari Parker,ATLANTA HAWKS,2020-01-03,AWAY,BOSTON CELTICS,1.44,1.44,4.11,6.0,0.0,1.89,1.11,1.11,0.89,2.22,2.44,0.0,0.0,0.44,886.78,108.26,14.27
271,Grant Williams,BOSTON CELTICS,2020-01-03,HOME,ATLANTA HAWKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Mikal Bridges,PHOENIX SUNS,2020-01-03,HOME,NEW YORK KNICKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Elie Okobo,PHOENIX SUNS,2020-01-03,HOME,NEW YORK KNICKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Kendrick Nunn,MIAMI HEAT,2020-01-03,AWAY,ORLANDO MAGIC,6.56,4.09,8.21,14.35,2.47,6.14,2.24,1.88,0.36,1.4,4.17,0.22,0.85,0.64,1701.44,112.11,14.68
275,Kent Bazemore,PORTLAND TRAIL BLAZERS,2020-01-03,AWAY,WASHINGTON WIZARDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Khem Birch,ORLANDO MAGIC,2020-01-03,HOME,MIAMI HEAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Rajon Rondo,LOS ANGELES LAKERS,2020-01-03,HOME,NEW ORLEANS PELICANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Goran Dragić,MIAMI HEAT,2020-01-03,AWAY,ORLANDO MAGIC,5.51,3.85,6.57,12.19,1.66,5.62,6.05,4.53,0.52,3.2,4.74,0.11,2.27,0.68,1794.77,112.11,14.68
279,Josh Richardson,PHILADELPHIA 76ERS,2020-01-03,AWAY,HOUSTON ROCKETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Kevin Knox,NEW YORK KNICKS,2020-01-03,AWAY,PHOENIX SUNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Josh Hart,NEW ORLEANS PELICANS,2020-01-03,AWAY,LOS ANGELES LAKERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Ian Mahinmi,WASHINGTON WIZARDS,2020-01-03,HOME,PORTLAND TRAIL BLAZERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Frank Ntilikina,NEW YORK KNICKS,2020-01-03,AWAY,PHOENIX SUNS,2.38,1.75,3.59,5.75,0.63,2.16,1.02,0.88,0.63,1.43,2.72,0.0,0.93,0.96,1157.95,111.27,14.33
284,Gary Trent,PORTLAND TRAIL BLAZERS,2020-01-03,AWAY,WASHINGTON WIZARDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Danuel House,HOUSTON ROCKETS,2020-01-03,HOME,PHILADELPHIA 76ERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Isaac Bonga,WASHINGTON WIZARDS,2020-01-03,HOME,PORTLAND TRAIL BLAZERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Taj Gibson,NEW YORK KNICKS,2020-01-03,AWAY,PHOENIX SUNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Gary Payton,WASHINGTON WIZARDS,2020-01-03,HOME,PORTLAND TRAIL BLAZERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Troy Daniels,LOS ANGELES LAKERS,2020-01-03,HOME,NEW ORLEANS PELICANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Duncan Robinson,MIAMI HEAT,2020-01-03,AWAY,ORLANDO MAGIC,5.61,1.01,1.56,11.18,4.6,9.61,0.65,0.65,0.21,2.82,1.84,0.04,1.53,0.55,2022.4,112.11,14.68
291,Chris Silva,MIAMI HEAT,2020-01-03,AWAY,ORLANDO MAGIC,0.69,0.69,1.78,1.78,0.0,0.0,1.08,0.86,1.09,0.94,0.95,0.32,0.29,0.14,416.81,112.17,14.94
292,Dwight Howard,LOS ANGELES LAKERS,2020-01-03,HOME,NEW ORLEANS PELICANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Derrick Jones,MIAMI HEAT,2020-01-03,AWAY,ORLANDO MAGIC,3.35,3.05,3.92,5.17,0.3,1.25,2.15,1.96,1.32,1.75,1.81,0.81,0.31,1.47,1456.46,112.11,14.68
294,Romeo Langford,BOSTON CELTICS,2020-01-03,HOME,ATLANTA HAWKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Raul Neto,PHILADELPHIA 76ERS,2020-01-03,AWAY,HOUSTON ROCKETS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Cam Reddish,ATLANTA HAWKS,2020-01-03,AWAY,BOSTON CELTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Isaiah Thomas,WASHINGTON WIZARDS,2020-01-03,HOME,PORTLAND TRAIL BLAZERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,P.J. Tucker,HOUSTON ROCKETS,2020-01-03,HOME,PHILADELPHIA 76ERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Wayne Ellington,NEW YORK KNICKS,2020-01-03,AWAY,PHOENIX SUNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Tremont Waters,BOSTON CELTICS,2020-01-03,HOME,ATLANTA HAWKS,0.65,0.65,1.14,2.16,0.0,1.01,0.5,0.5,0.0,0.68,0.96,0.0,0.63,0.51,401.99,112.8,14.57
301,Cameron Johnson,PHOENIX SUNS,2020-01-03,HOME,NEW YORK KNICKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Bruno Fernando,ATLANTA HAWKS,2020-01-03,AWAY,BOSTON CELTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Anžejs Pasečņiks,WASHINGTON WIZARDS,2020-01-03,HOME,PORTLAND TRAIL BLAZERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Anfernee Simons,PORTLAND TRAIL BLAZERS,2020-01-03,AWAY,WASHINGTON WIZARDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Anthony Tolliver,PORTLAND TRAIL BLAZERS,2020-01-03,AWAY,WASHINGTON WIZARDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Kenrich Williams,NEW ORLEANS PELICANS,2020-01-03,AWAY,LOS ANGELES LAKERS,0.0,0.0,0.66,1.39,0.0,0.74,0.0,0.0,0.0,1.77,0.41,0.0,0.0,0.74,540.89,108.59,14.78
307,Jaylen Hoard,PORTLAND TRAIL BLAZERS,2020-01-03,AWAY,WASHINGTON WIZARDS,1.69,1.69,2.99,3.32,0.0,0.33,1.52,0.96,1.55,2.04,0.35,0.0,0.34,0.41,691.16,110.56,14.59
308,Ben McLemore,HOUSTON ROCKETS,2020-01-03,HOME,PHILADELPHIA 76ERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,DeAndre' Bembry,ATLANTA HAWKS,2020-01-03,AWAY,BOSTON CELTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,2020-01-03,HOME,NEW ORLEANS PELICANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Nassir Little,PORTLAND TRAIL BLAZERS,2020-01-03,AWAY,WASHINGTON WIZARDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Kelly Olynyk,MIAMI HEAT,2020-01-03,AWAY,ORLANDO MAGIC,3.37,1.09,2.12,5.79,2.27,3.67,1.01,0.42,0.52,4.78,3.94,0.44,1.36,1.04,1042.76,112.11,14.68
